"player_name","player_id","year","xwoba","xba","xslg","xiso","xobp","brl","brl_percent","exit_velocity","max_ev","hard_hit_percent","k_percent","bb_percent","whiff_percent","chase_percent","arm_strength","xera","fb_velocity","fb_spin","curve_spin"
"Johnson, Pierce","572955","2024",57,72,65,58,46,72,32,32,35,42,84,18,70,36,,57,73,71,95
"O'Loughlin, Jack","672552","2024",,,,,,,,,58,,,,,,,,17,42,
"Parsons, Wes","641149","2024",,,,,,,,,78,,,,,,,,56,72,
"Yamamoto, Yoshinobu","808967","2024",73,55,70,78,82,40,37,62,39,27,85,81,62,82,,73,73,29,76
"Turnbull, Spencer","605513","2024",47,63,59,55,40,83,61,76,73,18,73,34,49,14,,47,23,90,80
"Musgrove, Joe","605397","2024",33,35,25,21,51,27,7,14,7,34,63,87,72,29,,33,31,99,91
"O'Brien, Riley","676617","2024",,,,,,,,,35,,,,,,,,89,17,25
"Alvarado, José","621237","2024",52,53,65,70,33,77,73,30,42,30,61,16,73,40,,52,96,12,
"González, Victor","624647","2024",,,,,,,,,38,,,,,,,,36,42,
"Bowman, Matt","621199","2024",,,,,,,,,31,,,,,,,,21,12,
"Hjelle, Sean","663546","2024",68,33,59,74,74,64,86,53,42,61,44,96,16,25,,68,59,42,3
"Hernandez, Nick","663321","2024",,,,,,,,,59,,,,,,,,10,99,
"Flexen, Chris","623167","2024",16,22,13,13,28,6,41,53,11,61,10,35,27,38,,16,12,26,57
"Brzykcy, Zach","694350","2024",,,,,,,,,65,,,,,,,,50,35,
"Bender, Anthony","669622","2024",76,60,84,91,57,93,91,78,8,33,72,51,22,31,,76,73,54,
"Miller, Tyson","668338","2024",76,77,53,25,90,64,46,68,49,82,50,94,57,83,,76,4,29,
"Tinoco, Jesus","622786","2024",,,,,,,,,30,,,,,,,,83,61,
"Bradford, Cody","674003","2024",73,59,42,25,92,40,24,50,32,80,48,96,34,64,,73,4,16,5
"Waldrep, Hurston","694462","2024",,,,,,,,,75,,,,,,,,78,29,
"Barlow, Scott","605130","2024",39,58,70,76,11,91,82,95,65,92,84,3,94,29,,39,12,74,60
"Montgomery, Mason","682254","2024",,,,,,,,,81,,,,,,,,93,69,
"Banks, Tanner","621383","2024",77,60,79,88,67,64,76,81,6,84,69,53,54,27,,77,35,42,
"Lambert, Peter","663567","2024",29,15,48,73,10,72,80,71,62,66,12,20,21,10,,29,56,46,
"Bummer, Aaron","607481","2024",92,59,99,100,69,100,100,91,34,90,84,59,59,50,,92,35,39,
"Aldegheri, Sam","691951","2024",,,,,,,,,81,,,,,,,,21,61,
"Uribe, Abner","682842","2024",,,,,,,,,20,,,,,,,,98,63,
"Pop, Zach","647315","2024",20,14,26,45,13,77,63,47,26,8,5,33,22,79,,20,83,42,
"Nardi, Andrew","677053","2024",92,93,88,74,90,88,56,68,31,81,96,40,87,92,,92,50,62,
"Kelly, Merrill","518876","2024",10,15,5,4,42,35,6,9,63,32,33,77,15,70,,10,20,71,68
"Vieira, Thyago","600986","2024",,,,,,,,,6,,,,,,,,93,49,
"Harrison, Kyle","690986","2024",14,24,16,18,28,15,10,6,12,10,44,51,34,15,,14,28,38,
"Freeland, Kyle","607536","2024",10,7,3,6,41,8,7,14,7,33,10,90,2,52,,10,13,66,36
"Gomber, Austin","596295","2024",7,6,2,3,40,1,16,16,27,28,7,87,9,19,,7,7,32,54
"Kelly, Michael","547184","2024",,,,,,,,,82,,,,,,,,65,74,
"Pfaadt, Brandon","694297","2024",60,39,47,52,75,5,41,32,9,42,60,87,49,59,,60,45,94,61
"Mazur, Adam","800049","2024",,,,,,,,,57,,,,,,,,56,14,39
"Garrett, Reed","657585","2024",87,90,94,91,57,93,86,81,60,65,96,7,97,88,,87,88,67,
"Blach, Ty","621389","2024",1,1,1,1,2,20,2,6,19,17,1,87,1,56,,1,2,9,21
"Kikuchi, Yusei","579328","2024",62,51,45,38,81,2,14,18,1,6,84,81,76,41,,62,73,61,43
"Kinley, Tyler","641755","2024",27,42,31,24,17,50,23,81,26,88,70,10,93,79,,27,78,79,
"Estrada, Jeremiah","669093","2024",96,96,99,96,93,93,87,39,65,62,99,33,96,93,,96,92,43,
"Mederos, Victor","682989","2024",,,,,,,,,44,,,,,,,,88,71,
"Erceg, Lucas","668674","2024",86,72,83,87,75,83,76,97,60,87,85,77,86,84,,86,98,11,
"Sands, Cole","663485","2024",76,70,57,45,89,72,76,42,27,65,88,97,58,82,,76,71,56,84
"Faucher, Calvin","676534","2024",62,59,85,93,22,77,49,27,59,42,77,14,70,3,,62,80,69,93
"Sandoval, Patrick","663776","2024",32,20,49,68,16,72,88,75,32,70,49,24,57,30,,32,43,5,81
"Rodríguez, Joely","570257","2024",,,,,,,,,64,,,,,,,,5,2,
"Hudson, Bryan","663542","2024",89,93,83,65,90,83,69,76,45,69,77,59,16,10,,89,12,60,
"Junis, Jakob","596001","2024",55,30,25,25,82,50,35,19,5,18,27,99,42,44,,55,19,31,
"White, Mitch","669952","2024",,,,,,,,,4,,,,,,,,47,52,56
"Swanson, Erik","657024","2024",,,,,,,,,42,,,,,,,,47,56,
"Rodríguez, Randy","678495","2024",81,85,76,65,79,77,54,71,17,59,58,48,80,66,,81,94,96,
"McFarland, T.J.","519008","2024",74,47,78,91,51,91,93,81,12,80,7,63,6,81,,74,1,3,
"Montero, Rafael","606160","2024",,,,,,,,,56,,,,,,,,69,81,
"Burke, Sean","680732","2024",,,,,,,,,62,,,,,,,,70,97,46
"Cobb, Alex","502171","2024",,,,,,,,,78,,,,,,,,45,6,
"Contreras, Roansy","672710","2024",10,20,13,14,7,40,14,23,66,13,18,20,12,46,,10,61,67,67
"Hoeing, Bryan","663773","2024",11,4,11,27,21,72,47,4,15,5,29,68,25,47,,11,47,3,
"Megill, Trevor","656730","2024",,,,,,,,,65,,,,,,,,99,92,82
"Morejon, Adrian","670970","2024",79,72,80,82,78,54,35,91,56,93,73,53,65,81,,79,92,91,
"Williams, Devin","642207","2024",,,,,,,,,91,,,,,,,,61,76,
"Wesneski, Hayden","669713","2024",39,55,23,10,68,45,19,79,25,67,55,59,51,65,,39,54,16,
"Lopez, Jacob","682052","2024",,,,,,,,,84,,,,,,,,8,23,
"Harvey, Hunter","640451","2024",8,5,8,18,7,64,22,11,34,1,67,62,63,78,,8,96,9,5
"Zeferjahn, Ryan","666171","2024",,,,,,,,,65,,,,,,,,93,16,
"Gallen, Zac","668678","2024",52,40,56,64,42,25,56,19,19,30,67,39,54,60,,52,43,61,33
"Alexander, Scott","518397","2024",,,,,,,,,11,,,,,,,,20,31,
"Peralta, Wandy","593974","2024",,,,,,,,,35,,,,,,,,67,27,
"Wentz, Joey","666214","2024",62,74,78,79,41,61,61,71,63,73,58,16,80,59,,62,43,47,62
"Povich, Cade","700249","2024",43,60,39,23,48,36,24,62,11,68,23,25,23,20,,43,21,60,40
"Rocker, Kumar","677958","2024",,,,,,,,,93,,,,,,,,77,24,
"Plesac, Zach","668676","2024",,,,,,,,,9,,,,,,,,6,6,
"Medina, Luis","665622","2024",,,,,,,,,51,,,,,,,,79,81,66
"Hoffman, Jeff","656546","2024",90,90,74,49,95,72,52,65,33,21,96,81,96,96,,90,88,98,
"Tyler, Kyle","667725","2024",,,,,,,,,62,,,,,,,,8,17,34
"Adon, Joan","672851","2024",,,,,,,,,68,,,,,,,,59,27,
"Houck, Tanner","656557","2024",39,22,54,73,34,25,82,32,20,24,32,73,26,78,,39,40,35,
"Espino, Paolo","502179","2024",,,,,,,,,39,,,,,,,,2,37,94
"Shugart, Chase","663767","2024",,,,,,,,,76,,,,,,,,73,22,
"Reynolds, Sean","669308","2024",,,,,,,,,91,,,,,,,,90,91,
"Junk, Janson","676083","2024",,,,,,,,,59,,,,,,,,45,64,
"Lucas, Easton","687922","2024",,,,,,,,,88,,,,,,,,54,39,
"Anderson, Chase","502624","2024",23,45,17,9,37,50,32,92,30,89,6,47,37,4,,23,40,50,
"Cleavinger, Garrett","664076","2024",32,60,63,61,12,54,16,89,55,85,77,10,85,66,,32,84,77,
"Cease, Dylan","656302","2024",79,85,70,54,86,8,32,42,4,51,89,41,92,70,,79,90,98,78
"Brown, Hunter","686613","2024",79,70,85,90,68,38,93,95,19,97,67,44,46,33,,79,78,50,45
"Wicks, Jordan","696136","2024",6,12,8,11,10,64,26,32,2,38,24,29,33,82,,6,25,58,85
"Smith, Cade","671922","2024",98,95,95,88,98,61,35,11,1,15,98,83,84,35,,98,80,59,
"Avila, Pedro","658648","2024",21,18,38,60,8,72,87,27,37,25,52,22,45,38,,21,36,53,79
"Díaz, Edwin","621242","2024",98,99,97,82,96,91,59,97,56,97,100,31,98,72,,98,94,75,
"Molina, Anthony","683627","2024",1,1,5,30,1,50,43,11,42,5,4,45,5,1,,1,62,19,24
"Leclerc, José","600917","2024",68,82,78,70,45,72,56,84,7,96,92,14,96,62,,68,70,95,
"Kerkering, Orion","689147","2024",85,75,90,93,69,91,88,86,4,86,87,70,69,41,,85,92,66,
"Suter, Brent","608718","2024",39,11,30,58,50,54,59,96,30,98,14,96,10,52,,39,1,36,
"López, Pablo","641154","2024",62,49,47,45,77,5,39,75,27,61,71,90,62,89,,62,63,35,67
"Manaea, Sean","640455","2024",57,67,57,48,62,16,54,56,12,58,66,41,54,49,,57,23,7,
"Wilson, Steven","621051","2024",,,,,,,,,58,,,,,,,,40,90,
"Chargois, JT","608638","2024",,,,,,,,,19,,,,,,,,63,61,
"Ferguson, Caleb","657571","2024",42,37,63,77,19,83,74,68,18,62,78,23,58,57,,42,47,38,
"Guenther, Sean","674944","2024",,,,,,,,,65,,,,,,,,6,11,
"Helsley, Ryan","664854","2024",94,82,95,98,84,96,97,32,17,76,90,40,97,93,,94,99,97,45
"Cabrera, Génesis","650893","2024",33,37,48,55,19,61,56,23,51,29,14,17,54,41,,33,80,51,10
"King, John","667463","2024",55,29,57,76,65,72,79,58,65,66,4,87,3,79,,55,40,34,
"Newcomb, Sean","656794","2024",,,,,,,,,74,,,,,,,,41,75,
"Fleming, Josh","676596","2024",,,,,,,,,84,,,,,,,,7,1,
"Snead, Kirby","669912","2024",,,,,,,,,82,,,,,,,,28,72,
"Corbin, Patrick","571578","2024",3,1,5,18,7,2,37,5,6,3,13,64,24,62,,3,13,15,2
"Nelson, Nick","656793","2024",,,,,,,,,93,,,,,,,,47,2,
"Vest, Will","676684","2024",53,15,60,86,39,96,99,62,46,55,40,78,40,54,,53,79,23,
"Jarvis, Bryce","686826","2024",5,10,19,33,1,64,63,9,18,37,2,3,19,16,,5,73,15,
"Jackson, Jay","543351","2024",,,,,,,,,42,,,,,,,,17,49,
"King, Michael","650633","2024",70,70,73,70,65,29,79,99,34,97,81,39,78,70,,70,36,57,
"Saucedo, Tayler","642048","2024",,,,,,,,,47,,,,,,,,12,63,
"Blalock, Bradley","687134","2024",,,,,,,,,42,,,,,,,,40,6,61
"Avila, Nick","687014","2024",,,,,,,,,64,,,,,,,,52,40,
"Rodriguez, Grayson","680570","2024",60,60,53,41,71,33,47,39,29,40,75,62,82,72,,60,82,60,79
"Palencia, Daniel","694037","2024",,,,,,,,,71,,,,,,,,98,46,
"Pagán, Emilio","641941","2024",,,,,,,,,81,,,,,,,,59,97,
"Pivetta, Nick","601713","2024",73,77,38,14,91,11,10,32,12,48,88,80,50,65,,73,47,67,86
"Kopech, Michael","656629","2024",71,95,77,48,57,50,7,42,60,33,93,7,92,51,,71,98,99,
"Rodriguez, Carlos","692230","2024",,,,,,,,,76,,,,,,,,38,24,
"Graterol, Brusdar","660813","2024",,,,,,,,,87,,,,,,,,98,10,
"Criswell, Cooper","681867","2024",33,18,42,62,30,36,65,35,23,61,9,62,3,48,,33,2,6,
"de Geus, Brett","676969","2024",,,,,,,,,83,,,,,,,,86,15,27
"Farmer, Buck","571656","2024",42,50,45,40,24,50,37,65,51,74,53,25,54,56,,42,28,77,
"Bolton, Cody","675989","2024",,,,,,,,,24,,,,,,,,61,55,
"Mayza, Tim","641835","2024",,,,,,,,,30,,,,,,,,26,11,
"Kershaw, Clayton","477132","2024",,,,,,,,,55,,,,,,,,5,54,14
"Uceta, Edwin","670955","2024",,,,,,,,,42,,,,,,,,52,84,
"Peguero, Elvis","665625","2024",43,33,73,88,8,91,86,18,32,35,32,8,68,94,,43,89,1,
"deGrom, Jacob","594798","2024",,,,,,,,,38,,,,,,,,93,94,
"Taillon, Jameson","592791","2024",47,25,27,31,72,15,61,25,19,49,14,93,7,40,,47,23,57,75
"Aguiar, Julian","687924","2024",,,,,,,,,24,,,,,,,,54,11,
"Bachar, Lake","669199","2024",,,,,,,,,55,,,,,,,,52,100,
"Nola, Aaron","605400","2024",57,39,50,57,72,8,61,58,1,53,58,80,47,86,,57,20,58,62
"Mantiply, Joe","573009","2024",82,64,60,55,78,64,52,71,23,22,40,59,66,100,,82,2,35,42
"Bello, Brayan","678394","2024",24,25,45,61,17,18,56,58,11,29,40,33,53,60,,24,77,11,
"Brasier, Ryan","518489","2024",,,,,,,,,3,,,,,,,,56,42,
"Nastrini, Nick","680897","2024",,,,,,,,,27,,,,,,,,43,80,24
"Littell, Zack","641793","2024",30,15,14,19,61,3,16,35,15,46,37,94,29,77,,30,20,7,
"Mercado, Michael","675650","2024",,,,,,,,,68,,,,,,,,71,61,33
"Abbott, Andrew","671096","2024",50,58,39,24,60,11,19,68,37,86,22,35,26,22,,50,30,52,84
"Chirinos, Yonny","630023","2024",,,,,,,,,53,,,,,,,,30,20,
"Ryan, River","689981","2024",,,,,,,,,74,,,,,,,,79,84,
"Woo, Bryan","693433","2024",93,74,79,80,99,47,91,50,8,78,36,100,34,59,,93,62,53,
"Alcala, Jorge","660896","2024",88,94,81,58,89,77,61,91,71,91,64,41,70,19,,88,97,88,
"Stratton, Hunter","676702","2024",,,,,,,,,57,,,,,,,,73,99,
"Kremer, Dean","665152","2024",24,45,22,13,41,15,13,84,15,76,44,32,32,33,,24,33,42,83
"Buttó, José","676130","2024",71,95,87,67,48,64,52,53,15,58,78,3,90,72,,71,47,65,
"Tate, Dillon","622253","2024",,,,,,,,,29,,,,,,,,28,4,
"Peralta, Sammy","671111","2024",,,,,,,,,80,,,,,,,,2,28,
"Cole, Gerrit","543037","2024",64,70,59,49,71,42,56,25,53,42,70,59,44,33,,64,79,78,81
"Gómez, Yoendrys","672782","2024",,,,,,,,,83,,,,,,,,25,75,
"Howard, Spencer","675921","2024",,,,,,,,,51,,,,,,,,45,15,
"Almonte, Yency","622075","2024",,,,,,,,,79,,,,,,,,45,26,
"Dubin, Shawn","681869","2024",50,76,82,82,27,83,49,30,32,18,55,4,56,4,,50,65,73,75
"Treinen, Blake","595014","2024",,,,,,,,,49,,,,,,,,59,71,
"Smyly, Drew","592767","2024",62,55,66,70,39,77,75,39,18,53,40,25,47,38,,62,28,29,19
"Strzelecki, Peter","657265","2024",,,,,,,,,25,,,,,,,,21,89,
"Alexander, Tyler","641302","2024",20,22,6,5,55,20,13,62,17,64,24,90,9,74,,20,4,47,
"Grove, Michael","675627","2024",66,76,72,62,65,64,18,79,4,85,67,59,58,49,,66,80,65,59
"Carrasco, Carlos","471911","2024",20,20,17,20,32,31,41,35,15,49,25,59,27,79,,20,13,27,80
"Fulmer, Carson","608334","2024",17,33,17,14,15,34,18,7,22,9,36,18,52,68,,17,31,51,71
"Harris, Hogan","663687","2024",9,17,19,23,5,54,61,47,30,42,26,17,13,5,,9,31,52,57
"Feltner, Ryan","663372","2024",30,25,30,38,36,21,74,71,49,67,25,57,38,16,,30,56,71,70
"Iglesias, Raisel","628452","2024",99,93,96,94,99,93,95,97,11,96,74,92,88,99,,99,73,65,
"Marinaccio, Ron","676760","2024",,,,,,,,,86,,,,,,,,41,39,
"Estes, Joey","683155","2024",27,39,8,3,69,8,14,30,22,41,8,92,6,62,,27,23,78,
"Gilbert, Logan","669302","2024",88,74,66,61,94,11,61,27,12,44,80,95,89,64,,88,88,8,18
"Diekman, Jake","518617","2024",,,,,,,,,74,,,,,,,,59,56,
"Suarez, José","660761","2024",14,25,38,51,4,64,32,42,45,2,53,12,66,52,,14,30,65,
"Priester, Quinn","682990","2024",27,10,36,66,27,93,95,35,46,4,2,77,22,72,,27,34,19,69
"Flaherty, Jack","656427","2024",70,55,57,55,81,21,49,62,3,74,90,83,91,72,,70,35,50,38
"Miller, Shelby","571946","2024",60,72,50,27,79,72,52,3,71,29,40,84,40,28,,60,40,87,
"Woods Richardson, Simeon","680573","2024",46,50,45,37,53,20,39,62,68,72,30,44,23,57,,46,34,34,61
"Heaney, Andrew","571760","2024",27,29,19,17,46,8,37,27,29,37,49,83,56,70,,27,16,86,53
"Skenes, Paul","694973","2024",98,94,96,92,96,50,87,76,33,70,95,78,75,75,,98,99,49,47
"Kimbrel, Craig","518886","2024",36,78,56,31,16,64,7,3,1,13,93,2,85,2,,36,47,68,60
"Hill, Jaden","677955","2024",,,,,,,,,89,,,,,,,,89,50,
"Puk, A.J.","640462","2024",93,91,96,95,84,93,95,95,53,86,90,27,89,86,,93,70,48,
"Brebbia, John","605154","2024",16,17,14,16,24,50,7,50,47,62,81,51,50,85,,16,45,59,
"Tonkin, Michael","543859","2024",33,29,49,64,18,50,56,74,49,79,67,38,35,78,,33,31,70,
"Waguespack, Jacob","621097","2024",,,,,,,,,89,,,,,,,,41,24,
"Kitchen, Austin","685116","2024",,,,,,,,,78,,,,,,,,9,1,
"Williams, Trevor","592866","2024",82,78,76,70,88,72,73,32,45,44,48,67,25,47,,82,2,19,
"Hill, Tim","657612","2024",68,15,90,100,37,99,100,74,41,34,1,73,1,68,,68,3,18,
"Spiers, Carson","686730","2024",14,25,6,3,44,23,8,47,23,48,22,70,16,20,,14,23,55,
"Dobnak, Randy","677976","2024",,,,,,,,,13,,,,,,,,23,4,
"Bermúdez, Jonathan","642834","2024",,,,,,,,,71,,,,,,,,2,25,
"Ruiz, José","614179","2024",39,28,34,41,42,72,39,6,53,20,58,52,67,87,,39,82,49,8
"Whitlock, Garrett","676477","2024",,,,,,,,,92,,,,,,,,38,6,
"Robertson, Nick","687798","2024",,,,,,,,,63,,,,,,,,54,15,
"Hudson, Daniel","543339","2024",57,81,24,5,87,38,2,11,27,1,66,57,91,11,,57,67,94,
"Scott, Tanner","656945","2024",89,90,97,97,57,91,92,100,69,99,86,7,92,84,,89,91,98,
"Burnes, Corbin","669203","2024",79,60,68,68,86,15,70,81,15,95,51,80,74,89,,79,91,95,91
"Maldonado, Anthony","687424","2024",,,,,,,,,57,,,,,,,,34,80,
"Lorenzen, Michael","547179","2024",23,43,30,22,19,25,43,58,8,42,13,15,28,6,,23,43,70,63
"Holderman, Colin","670059","2024",43,84,65,43,34,54,5,79,35,55,67,13,79,18,,43,92,58,
"Winckowski, Josh","670174","2024",36,17,41,62,28,54,80,58,10,13,12,53,12,36,,36,67,6,
"Criswell, Jeff","676105","2024",,,,,,,,,58,,,,,,,,71,71,
"Wingenter, Trey","622259","2024",,,,,,,,,83,,,,,,,,92,25,
"Bido, Osvaldo","674370","2024",94,98,99,96,79,93,93,99,39,100,60,23,57,29,,94,63,79,
"Cortes, Nestor","641482","2024",66,53,43,31,84,8,46,25,3,12,49,87,40,35,,66,19,65,
"Brown, Ben","676962","2024",38,60,39,23,57,54,5,1,21,1,87,40,88,49,,38,86,42,18
"Strickland, Hunter","519326","2024",71,84,53,21,84,42,23,47,47,76,21,47,28,41,,71,47,63,
"Cruz, Fernando","518585","2024",52,74,58,40,37,61,13,53,35,10,99,7,99,64,,52,59,59,
"Banda, Anthony","607455","2024",81,64,70,70,61,88,74,65,4,49,57,40,82,79,,81,82,27,
"Black, Mason","696131","2024",,,,,,,,,33,,,,,,,,26,17,
"Santillan, Tony","663574","2024",,,,,,,,,35,,,,,,,,92,78,
"Beeks, Jalen","656222","2024",57,42,63,73,42,77,91,87,9,89,11,39,31,6,,57,56,32,
"Jiménez, Joe","641729","2024",96,97,97,93,92,91,91,76,41,91,90,45,93,88,,96,56,85,
"Basso, Brady","669620","2024",,,,,,,,,73,,,,,,,,20,67,15
"Winn, Keaton","676775","2024",3,10,4,5,8,61,32,1,24,1,27,44,47,92,,3,70,61,
"Walston, Blake","686796","2024",,,,,,,,,62,,,,,,,,11,14,
"Rainey, Tanner","663432","2024",3,53,3,1,7,36,1,3,68,15,19,4,54,26,,3,50,85,
"Ferguson, Tyler","621053","2024",62,85,65,45,48,83,35,68,6,50,91,10,61,48,,62,76,55,
"Poteet, Cody","547001","2024",,,,,,,,,30,,,,,,,,33,72,
"Legumina, Casey","668984","2024",,,,,,,,,82,,,,,,,,38,72,
"Ryan, Ryder","656924","2024",,,,,,,,,42,,,,,,,,51,68,
"Little, Luke","681432","2024",,,,,,,,,73,,,,,,,,78,48,
"Leasure, Jordan","673929","2024",,,,,,,,,4,,,,,,,,82,57,89
"Ottavino, Adam","493603","2024",86,92,91,83,69,77,52,88,57,81,86,29,51,25,,86,25,47,
"Boyle, Joe","671212","2024",36,80,89,89,1,98,95,68,56,35,65,1,84,1,,36,96,95,
"Silseth, Chase","681217","2024",,,,,,,,,74,,,,,,,,43,87,
"Oller, Adam","670124","2024",,,,,,,,,11,,,,,,,,43,32,14
"Bassitt, Chris","605135","2024",25,25,43,60,13,13,54,76,3,65,44,32,18,10,,25,26,17,19
"Sears, JP","676664","2024",27,43,12,5,61,1,9,35,15,36,13,73,19,37,,27,15,9,
"Thielbar, Caleb","573204","2024",43,55,49,45,34,61,10,65,59,85,62,14,44,26,,43,35,57,45
"Kahnle, Tommy","592454","2024",,,,,,,,,59,,,,,,,,51,25,
"Rodriguez, Eduardo","593958","2024",4,8,3,4,13,47,6,53,3,21,33,41,24,50,,4,18,56,
"Slaten, Justin","686580","2024",82,53,75,84,87,96,96,76,37,67,72,97,76,97,,82,86,84,71
"Bush, Ky","681066","2024",,,,,,,,,84,,,,,,,,16,27,
"Halvorsen, Seth","678020","2024",,,,,,,,,13,,,,,,,,99,48,
"Williams, Gavin","668909","2024",39,35,54,62,30,54,68,5,55,11,56,27,44,53,,39,88,67,28
"Hall, DL","669084","2024",,,,,,,,,30,,,,,,,,36,23,55
"Thorpe, Drew","689672","2024",,,,,,,,,42,,,,,,,,11,35,
"Wheeler, Zack","554430","2024",93,93,87,73,95,6,37,92,17,86,85,70,66,95,,93,67,82,78
"Heller, Ben","621294","2024",,,,,,,,,87,,,,,,,,76,44,
"Phillips, Evan","623465","2024",82,70,77,80,78,88,80,97,2,91,81,57,68,41,,82,82,80,
"Ramírez, Erasmo","541640","2024",,,,,,,,,77,,,,,,,,10,38,
"Matzek, Tyler","554431","2024",,,,,,,,,81,,,,,,,,41,84,
"Warren, Austin","681810","2024",,,,,,,,,58,,,,,,,,47,53,
"Montero, Keider","672456","2024",7,4,9,22,11,35,52,47,51,57,17,57,16,25,,7,59,30,92
"Zerpa, Angel","672582","2024",27,18,33,50,23,72,63,14,35,11,28,45,1,1,,27,84,12,
"Gordon, Tanner","685299","2024",,,,,,,,,13,,,,,,,,20,34,
"Neely, Jack","680891","2024",,,,,,,,,86,,,,,,,,82,37,
"Yates, Kirby","489446","2024",100,100,100,99,96,98,95,81,86,88,98,8,94,88,,100,35,77,
"Vásquez, Randy","681190","2024",2,1,2,13,3,27,28,53,1,41,1,68,5,31,,2,54,86,98
"Phillips, Tyler","663969","2024",,,,,,,,,6,,,,,,,,38,32,55
"La Sorsa, Joe","686747","2024",,,,,,,,,21,,,,,,,,1,9,
"Ramírez, Yohan","670990","2024",24,30,56,72,4,88,70,58,27,83,38,47,44,8,,24,56,50,30
"Díaz, Alexis","664747","2024",64,89,87,80,28,83,70,58,56,55,48,3,58,12,,64,47,99,
"Selby, Colin","681882","2024",,,,,,,,,87,,,,,,,,67,33,
"Greene, Hunter","668881","2024",88,96,93,84,75,42,87,86,17,92,81,31,81,54,,88,95,82,
"Leiter Jr., Mark","643410","2024",74,71,78,80,65,72,37,50,59,38,96,40,99,96,,74,15,4,21
"Whitley, Forrest","666215","2024",,,,,,,,,53,,,,,,,,90,60,
"Leiter, Jack","683004","2024",,,,,,,,,47,,,,,,,,86,75,64
"Kilian, Caleb","668873","2024",,,,,,,,,69,,,,,,,,41,22,
"Cuas, Jose","621016","2024",,,,,,,,,73,,,,,,,,19,88,
"Guerrero, Luis","692285","2024",,,,,,,,,46,,,,,,,,94,47,
"Gaddis, Hunter","683769","2024",94,91,83,66,97,77,82,58,49,68,55,92,45,75,,94,71,70,
"Matthews, Zebby","805673","2024",,,,,,,,,68,,,,,,,,63,45,26
"Anderson, Grant","681982","2024",,,,,,,,,17,,,,,,,,21,60,
"Barnes, Jacob","606930","2024",13,5,6,12,24,64,75,42,27,25,25,63,46,56,,13,71,92,
"Weaver, Luke","596133","2024",79,92,69,33,88,47,30,41,57,52,93,51,94,84,,79,77,92,
"Young, Alex","622065","2024",,,,,,,,,34,,,,,,,,6,46,
"Sewald, Paul","623149","2024",,,,,,,,,46,,,,,,,,13,95,
"Houser, Adrian","605288","2024",6,13,13,20,4,40,26,4,14,35,2,20,4,2,,6,30,18,4
"Mize, Casey","663554","2024",17,4,20,54,21,30,46,7,4,8,10,75,21,33,,17,73,48,7
"Pressly, Ryan","519151","2024",53,47,45,41,62,64,46,23,1,24,56,59,61,81,,53,45,97,99
"Baumann, Mike","657508","2024",18,45,27,19,19,50,21,3,51,12,42,18,42,29,,18,87,59,23
"Irvin, Cole","608344","2024",3,3,1,2,17,2,1,21,5,32,5,83,2,15,,3,16,8,12
"Young, Danny","664849","2024",,,,,,,,,26,,,,,,,,13,77,
"Buehler, Walker","621111","2024",19,17,24,35,21,47,68,65,53,58,16,48,7,9,,19,65,45,56
"Koenig, Jared","657649","2024",66,67,66,64,55,61,43,81,26,75,56,39,24,30,,66,65,67,49
"Burdi, Nick","595897","2024",,,,,,,,,67,,,,,,,,94,82,
"Varland, Louis","686973","2024",5,4,7,17,8,54,24,7,19,6,30,68,31,5,,5,82,26,31
"Luzardo, Jesús","666200","2024",24,27,20,20,36,42,12,11,9,29,34,50,80,62,,24,67,36,
"Kelly, Zack","677161","2024",39,67,35,16,37,54,12,87,15,95,70,13,70,26,,39,87,30,
"Foley, Jason","671345","2024",33,24,39,57,30,72,73,30,7,28,14,50,23,14,,33,91,10,
"Steele, Justin","657006","2024",92,82,93,95,89,50,94,89,18,88,60,68,35,54,,92,16,87,
"Teng, Kai-Wei","678906","2024",,,,,,,,,71,,,,,,,,30,62,
"Matz, Steven","571927","2024",,,,,,,,,7,,,,,,,,47,37,15
"Law, Derek","571882","2024",60,20,70,92,50,83,96,68,63,78,32,70,74,96,,60,63,16,
"Imanaga, Shota","684007","2024",77,55,50,41,90,6,30,56,15,44,67,97,72,97,,77,15,87,34
"Smith, Will","519293","2024",,,,,,,,,41,,,,,,,,11,40,9
"Castellanos, Humberto","528748","2024",,,,,,,,,81,,,,,,,,7,3,
"Gore, MacKenzie","669022","2024",42,31,61,78,24,21,69,74,26,54,65,35,74,33,,42,80,66,31
"Milner, Hoby","571948","2024",85,35,80,95,75,98,99,78,42,72,57,92,7,23,,85,2,5,
"Glasnow, Tyler","607192","2024",96,94,88,74,98,30,32,42,2,37,95,68,85,33,,96,84,97,80
"Kuhnel, Joel","669270","2024",,,,,,,,,80,,,,,,,,54,25,
"Cano, Yennier","666974","2024",60,55,69,76,46,83,76,21,22,13,73,27,68,87,,60,82,20,
"Gausman, Kevin","592332","2024",18,27,11,9,44,1,14,16,3,18,36,59,33,62,,18,47,57,
"Miller, Mason","695243","2024",100,100,100,99,100,93,82,96,65,92,100,44,100,99,,100,100,95,
"Sale, Chris","519242","2024",93,84,91,91,92,34,84,92,15,95,94,87,86,93,,93,61,40,
"Pérez, Cionel","672335","2024",68,75,93,97,24,91,89,65,5,84,21,8,35,14,,68,84,24,
